"","ExR_43","ExR_57","ExR_62","ExR_65","ExR_69","ExR_72","ExR_76","ExR_79","ExR_83","NGRDI_43","NGRDI_57","NGRDI_62","NGRDI_65","NGRDI_69","NGRDI_72","NGRDI_76","NGRDI_79","NGRDI_83"
"Y029",0.144888899156607,0.114180680020787,0.110148880924999,0.0940487833926279,0.0678485918102191,0.101410240740435,0.0968439393077848,0.0937829994912601,0.0820476444792276,0.0240247503084418,0.054047552407221,0.0601305001809154,0.0720792423527178,0.105427005297787,0.0962121020657681,0.0493587549143374,0.0571533490089057,0.0723674833068558
"Y030",0.12271367670803,0.101472521115318,0.100098327012622,0.0935751496741011,0.0381869673275732,0.0710783188312084,0.0599397453010445,0.0788558392045474,0.0609191865604031,0.033394283646688,0.0634072001744927,0.0695655739326988,0.073560280925874,0.131786965855777,0.112297622223069,0.0817133575206748,0.0681451254752892,0.0894454075566053
"Y031",0.134206227495601,0.0981939781863596,0.0899345057273391,0.0829739352698952,0.0227071705637898,0.0501183689794315,0.0546940368346905,0.0605922706422766,0.0489941361849199,0.0275926245891249,0.063428847586004,0.076171580063682,0.0811511669521055,0.149166954025486,0.128920414106445,0.0886534502024011,0.0842044396345718,0.0986673842053007
"Y032",0.138298148563329,0.11005842326124,0.104881780289629,0.0976804141075683,0.0451011183210174,0.0806355072192079,0.0706468219779034,0.0780147489040778,0.068900811449141,0.026755444279455,0.0557660153002361,0.0627411859750853,0.0689742757092559,0.128434720460807,0.108409930878509,0.0699777097616193,0.0636095785414132,0.0767582686971307
"Y033",0.136114421208056,0.108889580659709,0.103523918695702,0.0888689041158055,0.0382325583506131,0.0662535101250998,0.0709438749391893,0.0673985969800294,0.061310881886966,0.0295554410577495,0.059434020987354,0.0696997152024482,0.0789695821592338,0.135141092819001,0.118670363530109,0.0764026964531892,0.0869963748458939,0.095361887826716
"Y034",0.129403590192156,0.114020924626352,0.110819833472998,0.101577999318449,0.0550874614077641,0.0868869810901188,0.0766886233526458,0.0805907386886239,0.073041840643115,0.027707957706465,0.0538343062128064,0.0623063330944069,0.068618363353768,0.11683113866647,0.103638244398257,0.0662052630851199,0.0689609977816299,0.0806858908074349
"Y035",0.130522044013733,0.136707811022545,0.12421380403281,0.110712051928297,0.0703205498232673,0.109061656614376,0.083200477709263,0.0983806446503326,0.0894486995149405,0.0307365496340324,0.0419770754563053,0.0503491049367409,0.0602922705515315,0.10207291454574,0.0897371949368717,0.0612953508475035,0.0537528813639136,0.0657339486643062
"Y036",0.136177014340627,0.109766878632934,0.107565477991999,0.104458296684443,0.052896376888375,0.0843279661795188,0.0671259745555374,0.0734351995027686,0.060120676343104,0.0298773639655157,0.0562482380320295,0.0622604354067181,0.0636567663290217,0.121855686229353,0.106236431315096,0.0795612459439755,0.07246965408508,0.0888128662185771
"Y037",0.142472515251482,0.122564689761811,0.117988443901518,0.108161191497689,0.0597038095062699,0.0942091752546452,0.0779882014527643,0.0919115712397812,0.075206040740177,0.0247042132598031,0.0490623892324899,0.0548462602911085,0.0608871403947648,0.113469673970817,0.0975334574778592,0.0646713604018407,0.0560336892887899,0.0744717094597972
"Y038",0.133995663933256,0.116123368440209,0.109314243388345,0.100205258317037,0.0429196432124845,0.0877747999612351,0.0845822433431472,0.0948834032691424,0.0828902667698661,0.0290711931791682,0.0550138866323179,0.0628702549850318,0.0691317724326479,0.131375074739385,0.10503437909742,0.0652808931354463,0.0589877658958572,0.0713815007096925
"Y039",0.130813466667152,0.103997192385048,0.0952913164732482,0.093501450409643,0.0434494800835469,0.0728437665479292,0.0805972331172552,0.0904881549026066,0.0801545939272555,0.031772737295552,0.0596551047466404,0.0730888187645792,0.0729698446717785,0.128400319287633,0.114102213404221,0.0640860469615335,0.058297327904776,0.0742910632156941
"Y040",0.136570620786357,0.12044982188728,0.108390198250743,0.0919474987116184,0.0490151207841082,0.0701048418191491,0.068070508630672,0.0739799537617761,0.0609462173825619,0.0276715087633565,0.0493169818894191,0.0606771922727527,0.0748124429739278,0.124575897452154,0.114411493772565,0.075506232714466,0.0732467207949087,0.0887630898611548
"Y041",0.128926069389745,0.0956350403866486,0.099996848520174,0.0921688849479671,0.0374809382411186,0.0646142881183132,0.0758127483365979,0.082061227911681,0.0702022945723931,0.030163235526042,0.0688651015035286,0.0694286608451852,0.0753728431060644,0.135125197664482,0.117613670731925,0.0700782635624386,0.0640500848770579,0.0797734856572417
"Y042",0.13482243743066,0.114706975808506,0.105247218058134,0.0980334178023865,0.0568103575062576,0.0841652197805643,0.0699364372232071,0.0693639244458193,0.0623711917762766,0.0273986811094604,0.0512618328364856,0.0584113761815122,0.0648700336372017,0.117327262955072,0.104024175888226,0.0691151922166912,0.0766216551114526,0.0857781063031739
"Y043",0.140821353849526,0.111800876681983,0.0975886890795254,0.0889054406795592,0.0441561348377236,0.0635596519477515,0.0653781591857917,0.0557081836913019,0.0487356603252933,0.0253328872409304,0.0496758605671172,0.0648300308740318,0.0726322357241018,0.130110673072695,0.119491003678603,0.0700581379194604,0.0886010651502176,0.10077819868709
"Y044",0.12971927022732,0.115515595174047,0.10462951795773,0.0938920809823329,0.0491537164358018,0.0678083732619424,0.074009019904458,0.0755128747139883,0.0795077859203498,0.0309715529789507,0.0522604241810766,0.0654093054577396,0.0735461835992494,0.124685575167439,0.11791839282676,0.0737489750963843,0.0776890218174452,0.0784930473640148
"Y045",0.135814943926596,0.123636088427879,0.110044394431515,0.100590520474514,0.0462190380096773,0.0727445225379791,0.069356844874401,0.0819408577390351,0.0718644529931299,0.0295507183673318,0.0497511287465412,0.0620536119593112,0.0678031938950295,0.12680149530841,0.112213511575577,0.0749747509066296,0.068097863740951,0.0831387907259688
"Y046",0.126388382453359,0.104776320211633,0.0999980163976477,0.0941567407941531,0.0357737032386799,0.0690634217467381,0.0747961415339159,0.090297621408499,0.0909192772358229,0.0322223624420232,0.0596327248915763,0.0702117979641716,0.0751400603208567,0.137692898360541,0.1174976923804,0.0763784759201244,0.0651705464394686,0.0706735092171623
"Y047",0.128013077461149,0.111597251334565,0.105438917616732,0.0967130469034223,0.0408870524257823,0.0741700041598187,0.0847153375465582,0.0948082939442985,0.0793714422078995,0.0307266421204111,0.0573853392648473,0.0663598680184359,0.0738160111532453,0.133680793739835,0.113363502072762,0.0652281574053787,0.0614923418173751,0.0772241928672703
"Y048",0.142600941004578,0.120022937033904,0.108732207717706,0.0924315758885071,0.0492548100928096,0.0727038358325043,0.0704154353088684,0.0793017179705431,0.0628915516765612,0.02562512256556,0.0494644348214659,0.0594691838084082,0.0724469035411023,0.120578206605817,0.111804885736114,0.0667148456910245,0.0657821422893242,0.085288840861974
"Y049",0.139414119359284,0.116413700107475,0.107419791715202,0.0973499958005555,0.0443117792367017,0.0720243326689259,0.0718112996741661,0.0845960460664386,0.0679967562070701,0.0277703046610461,0.0562743084166795,0.0649603924013519,0.0730373516226348,0.129789891860994,0.115396601095489,0.0758884790354444,0.0661876854073407,0.0872263961787517
"Y050",0.139408462590552,0.121773895884085,0.120238400677467,0.111986997778079,0.0710522535861256,0.0970575483660497,0.0747891460669811,0.0898705198354329,0.0731035646614709,0.0268467343291539,0.0476059545864224,0.0510514840835007,0.0554495185737268,0.102727218302496,0.0951452155732902,0.0670795399217296,0.0587421956390229,0.0766952375671689
"Y051",0.13441915404766,0.10369394695801,0.1004306947732,0.0871922222886908,0.0429365685938415,0.0662462742112753,0.0663569942307657,0.0698930073063157,0.065884322224155,0.0300448006830912,0.0627444550052289,0.0709006458615339,0.0792460604737301,0.131503037835615,0.119633485664264,0.080631588828523,0.0828598295634623,0.0908872825465635
"Y052",0.144425050816988,0.119388028935828,0.116816983143907,0.0986850794821147,0.0729983549095437,0.101287782966273,0.090225930235523,0.0800194881523755,0.0663306209367832,0.0269334149404558,0.0513645896791769,0.0551901025337013,0.0674342474528439,0.0983046786588031,0.0908448134320712,0.0454507400359284,0.0620869616333623,0.0819082400039418
"Y053",0.138882010011704,0.112739295608075,0.108987595198651,0.0997843801403621,0.060197016862682,0.0828272161813867,0.0810636291360456,0.0770910916742392,0.0627221069680883,0.028624509400957,0.0564976714851979,0.0588442260682512,0.0663072881183019,0.112275162577583,0.103176198167371,0.0594412031311595,0.0684461113631191,0.0888927042896096
"Y054",0.124708078593936,0.103484387069177,0.106695576049626,0.0950538220678479,0.0339344701485892,0.0602351657072162,0.0594728213740426,0.0731920742116492,0.0634692880640068,0.0319895279877566,0.0608349373794326,0.0626019470176954,0.0717063093668871,0.137371964067931,0.121794054535229,0.0874715777753711,0.0748676748374156,0.0887030176479541
"Y055",0.133978526405685,0.131713642150863,0.119166252105377,0.121799641783434,0.0994252029265445,0.143449511330351,0.105683953357729,0.113870270584026,0.0982794481887866,0.0269117907970957,0.0425556553971708,0.0521815578634965,0.0511438477496184,0.0856466117640527,0.0748770696389447,0.0495867824203462,0.0479997565567823,0.0609126045776556
"Y056",0.141453453181217,0.110147730352987,0.107048124492229,0.0896863551032179,0.046606150090903,0.0727918870737105,0.0686800772592212,0.0705515011239673,0.062989448707602,0.0275278814800972,0.0579832525061186,0.0672538220904939,0.0805648784250583,0.128297923919898,0.116442916160168,0.075846745569117,0.0829776312965383,0.0941462296113552
"Y057",0.141025477014141,0.108010610217157,0.107157440122386,0.0965790829350157,0.045906187114122,0.0822428712630608,0.080588682766412,0.0826965810502281,0.0718803940743605,0.0266026004054727,0.0571281568232286,0.0650919951806599,0.0720940230198724,0.126977686601088,0.106936265455356,0.0659904939728044,0.0698269806081869,0.0820234419358845
"Y058",0.13406975402462,0.130832714876368,0.117698435746762,0.111834938354961,0.0688891885405467,0.0994583006555123,0.0781066163934774,0.083732378607359,0.0634927015868842,0.0286868783618693,0.0426762216997225,0.0521982375846701,0.0579339452413654,0.103423607208173,0.0939245102974391,0.0631450860239819,0.0623693386718784,0.0885202016942534
"Y059",0.137993800129632,0.116010504537919,0.105157479580877,0.0937881309775784,0.0518697672103515,0.0803568384047419,0.0744299248657129,0.0861299887956016,0.0786672440738176,0.0278654730905128,0.0530811516586307,0.0659792613911862,0.0732896285015904,0.121051554368433,0.108077722079676,0.0682848158059735,0.0658968311155388,0.0765880438781618
"Y060",0.132156676496818,0.110042440046668,0.107153309144334,0.0997961361829058,0.0449720665108716,0.0778446022985937,0.071296088225486,0.0858103268912141,0.0814834115421711,0.0288180213239416,0.0578739092606055,0.0660111044311928,0.0717365618833695,0.130874817769085,0.111649043585461,0.0769225086634029,0.0653400317069375,0.0735005300607535
"Y061",0.126274955253691,0.102207437357717,0.0950662335376743,0.0851269176155346,0.0341339552029587,0.0570474292407384,0.0693855942093368,0.0793943922513438,0.0625694503956224,0.0327512326492108,0.064957026433099,0.0745462008803856,0.0812408991486941,0.137726884295446,0.124232099382146,0.0762416405038339,0.0692005555572259,0.0878665647381473
"Y062",0.1285597035631,0.108357516090783,0.10513564771042,0.0995039957290226,0.0356300593492781,0.0669136768276349,0.0659264576577572,0.0743461359218877,0.0625992734409322,0.0305953917628494,0.0581826222691187,0.0654151317129551,0.0705804904630705,0.136305356049949,0.116458840650372,0.0797142145204583,0.073992413079307,0.0894572781816858
"Y063",0.136879395725199,0.118070238637726,0.112628901624349,0.102249668726433,0.0390985562285687,0.0710175696089367,0.0590988400787648,0.0733329171691146,0.0699390464311352,0.0296912233623226,0.0510545292068256,0.0606218238902399,0.0676459476104793,0.133120490089227,0.11528906190672,0.0854246885691059,0.0765748883786518,0.0837669384571571
"Y064",0.141550815524459,0.111826957044327,0.106611755596325,0.0985185440706656,0.054907762039544,0.0773225877446267,0.0756788243987564,0.0782921588291604,0.0645701625528283,0.0251678166238831,0.0560070445640784,0.0630802894209784,0.0680406672007056,0.116232288071103,0.109531459177249,0.0682057686213005,0.0721134788867725,0.0871914911902166
"Y065",0.135391485678606,0.12091151497439,0.11134745532862,0.104278368219005,0.0554971029239166,0.100626470559653,0.0791770927224414,0.0887036148415261,0.0818145165408561,0.0285963524740688,0.0520982301935022,0.0642468155428731,0.0674052977109661,0.119174670356652,0.0962756114514168,0.0688476182583491,0.0607678136888915,0.0697051237167478
"Y066",0.137876844923966,0.107309554772929,0.0989264085587785,0.0885337616371185,0.0249040924573007,0.0480318424844223,0.0585657163345057,0.0661859373799599,0.0661203959171711,0.0266098381326365,0.0560271384379249,0.0694498275671587,0.0777468276660596,0.149107525322248,0.13134922576605,0.0895692793319864,0.0868742781575301,0.0910402085897733
"Y067",0.129639997296086,0.103738419910201,0.0968073726049538,0.0876927862952165,0.0307289815387302,0.0473370614000897,0.0577969122736653,0.0614876276603496,0.0585138354737827,0.0309219715290692,0.0607313914923538,0.0708449310106778,0.0790152768966585,0.14411459745844,0.131291961235345,0.0859546983488213,0.0894927423703555,0.0940027907470904
"Y068",0.142529265866454,0.111862216122818,0.106100562697021,0.0990913505573756,0.0594387283942346,0.083206021442633,0.0730077208334269,0.0724157469759587,0.0649352589743607,0.0249062197834198,0.0505666493240153,0.0594937515306571,0.0639865405136401,0.112082642638315,0.102417500818121,0.0619205884735565,0.0691648450332109,0.0799018969243031
"Y069",0.140944198806909,0.110672665323903,0.10591826103656,0.102799621870297,0.0425003755130403,0.0773430216892518,0.0768996994690442,0.0856087582724735,0.0686076808773396,0.0265816206960262,0.0589166417575764,0.0648254959278905,0.066563461565704,0.128497678211998,0.108547082107379,0.068430547460988,0.0643835569135911,0.0845081672779266
"Y070",0.137252220772514,0.114008254811243,0.109242367787931,0.0973976618047643,0.0585665268508187,0.0871532976514496,0.0756956158773019,0.0890856235846195,0.0848590506868437,0.0302298956444273,0.0602896633664122,0.0645404508667526,0.0723427960238106,0.115264166705411,0.103135833243179,0.0716435483958796,0.0658778597649937,0.0715829583897588
"Y071",0.132997801494366,0.113341026164649,0.104755367712665,0.096491421368814,0.0324199425649872,0.0634979051221548,0.0591569006926767,0.0726964826510461,0.0697305799264773,0.0299305929933464,0.0569913539919407,0.0677121962901355,0.0750295829295946,0.14251707176128,0.121073891548228,0.0889444710179987,0.0787535188631321,0.0837811134884111
"Y072",0.13910269854596,0.136502947702653,0.11783455108161,0.100177130729507,0.0772008977259097,0.10119092766824,0.0897735222713821,0.093467717627061,0.0864359147153524,0.0262809663609892,0.0326458404508013,0.0480844885846425,0.06083933894038,0.0992233588269917,0.0956807699489156,0.0542457773990926,0.0566101363166248,0.0636634716151993
"Y073",0.141840282713643,0.10490412635855,0.104964744238123,0.0945430005797819,0.032675470618099,0.0507390570740839,0.0584736000777851,0.0642690009708475,0.0617804188015186,0.0272023861178473,0.0616520856879588,0.0676839863429259,0.075303304797015,0.140860017551288,0.130507307018877,0.0897023831355936,0.0905666041222988,0.0945779887312494
"Y074",0.135370650482048,0.113406259173133,0.10541937630645,0.0936353624487937,0.0503006651383059,0.0756481053501608,0.0665857477614628,0.0752827555423258,0.0672143810864144,0.0292167359314823,0.0559102516419566,0.0654041210219892,0.0736248116888537,0.123058366475783,0.110907886390769,0.0808819378939676,0.0744734639661877,0.08376015695171
"Y075",0.129936871508732,0.101259044807291,0.101550722039309,0.0934126544987271,0.0526095871700981,0.0837657093300685,0.0899343669750465,0.0905529775124969,0.0734331541126246,0.0275525063591596,0.0598976412879263,0.0629841169429999,0.068478785701132,0.116191081599327,0.103028207095593,0.0515464826133349,0.0496120734200652,0.0724914542884245
"Y076",0.134302702645991,0.0960829260694233,0.0942112461661624,0.0820266313469927,0.0384378381590924,0.0632170244407889,0.0767966727585061,0.0665805324850452,0.0504169652506832,0.0298444195911917,0.0656511303994604,0.0718634716909762,0.0810549750907698,0.132327954912757,0.118628794273412,0.0667224815799486,0.0782811873451762,0.0972266004883826
"Y077",0.128639683936319,0.0989247171058961,0.101326339954277,0.089580449603133,0.0356187312398681,0.0626784244093462,0.0704393607346055,0.0758000878348575,0.0702699528725649,0.0298348518677155,0.0640337029774925,0.0666106265982305,0.0776885987453425,0.137401563385336,0.121605161378419,0.0726153289159165,0.0757273467278812,0.0844295097781029
"Y078",0.131609293682967,0.114598999607744,0.11616273573108,0.107105036861693,0.068393531805495,0.102144468930193,0.0847347539498101,0.0840843543766573,0.0805793914476447,0.0298332956973425,0.0537849062044693,0.0555718837644316,0.0629655940321422,0.104208087633002,0.0911190302531411,0.0549170122780536,0.0578885313512574,0.0664067428112662
"Y079",0.133026525757286,0.101393702601436,0.0964063328367827,0.089793084521388,0.0406877877587665,0.0657296458451977,0.0797460270947128,0.0780343334503892,0.0665779309932373,0.0290585473278875,0.0614340260263348,0.0697416641146209,0.0733331745421262,0.130343297319232,0.115980935382118,0.0666627261197732,0.0697051276628276,0.0856266039590474
"Y080",0.134986782751144,0.0948116302830817,0.0918178020645607,0.0841697085264441,0.0261821597675223,0.0512699414475861,0.0481481057426572,0.0563049093975455,0.0469502149452554,0.0262525556713949,0.0660253463773016,0.0745189346534978,0.0814473464464908,0.148849907626003,0.128924286406399,0.0995979061729924,0.0919729255268978,0.106137737008477
"Y081",0.137528157496231,0.11436456365208,0.115128155130416,0.105116570077084,0.0506394996602102,0.0843315884226561,0.081021855484129,0.0933271656708207,0.07967958773937,0.0277267786295287,0.0551953502863839,0.0596512720438177,0.0668765299342887,0.12239857064525,0.106380978279639,0.0676932860777377,0.0600543008315903,0.0757575105382071
"Y082",0.136823142700406,0.106771367186696,0.102909145500055,0.0938260310080998,0.0547410624004205,0.0714791706242796,0.073114715940464,0.0735160996680902,0.0712406914594451,0.0288988663412317,0.0622106800534264,0.0682956186775238,0.0740040189668858,0.117824100768428,0.11420147555061,0.0655140050034257,0.0757689016024359,0.0831479074783951
"Y083",0.129339892904919,0.117970556713431,0.110549036660637,0.103594023710589,0.0444124653485237,0.0784391819328604,0.0677922483494142,0.089874572831465,0.0722377579173979,0.0303720025668711,0.0507424671583315,0.0609899327164601,0.0667647298750675,0.128343648040503,0.108962410964347,0.0775174855021915,0.057726638990654,0.0790475926050722
"Y084",0.13610838828181,0.107207457416374,0.102675632398507,0.0978742811935544,0.0487943539392676,0.0755091547192992,0.0771848401130658,0.0869483728131084,0.0785768483685222,0.0297618567644331,0.0623076477717896,0.0692012887301624,0.0701705645688763,0.127927188919065,0.112808487761945,0.0738531883160992,0.0677711739044255,0.080645236471165
"Y085",0.136543222849612,0.106977673750012,0.0993627131868511,0.0930538435330496,0.0361732184696004,0.0638129535517909,0.0666199693771771,0.0747769832623908,0.0720785704499517,0.0281556348701048,0.0594705390693126,0.0718977136549999,0.0757317217900564,0.13802384558727,0.120763830137406,0.0786017499231158,0.0754125177545792,0.0824471337699326
"Y086",0.127480562269158,0.114169400399679,0.112089127007381,0.105605456135665,0.0569403251060621,0.0810445482920564,0.0815524528169328,0.0845781173716786,0.0760262219089819,0.0313375154580897,0.0573834604177116,0.0633663405633357,0.0668782034559247,0.117820658168132,0.108728581451096,0.0691912227497395,0.0714259194220612,0.0819916657514335
"Y087",0.132915032566211,0.102211332969771,0.102502118165378,0.0970048611640942,0.055222786020974,0.0723821362182702,0.0783598877408927,0.0800446770129433,0.0670457063934074,0.0303840833891381,0.064762454797043,0.0684020083173108,0.0721708831878001,0.118053101148007,0.113405063513888,0.0627204912888623,0.0698102517608203,0.0850913441009367
"Y088",0.132939493817176,0.1078749619391,0.0977441167978197,0.0912862879661201,0.0266805286407212,0.0523120130491464,0.0743663850486723,0.087284068308344,0.0823018436623084,0.0311637074523394,0.0587029914210747,0.0720065839834482,0.0776723853551917,0.143681209573885,0.128353881621088,0.0793887366705028,0.0698157315325177,0.0783618254167306
"Y089",0.132143927819929,0.109184626452544,0.105501293473577,0.0930007798781836,0.043862342430311,0.0670418747756695,0.077479889264001,0.0869063017411155,0.0748360639708833,0.0290000324931235,0.0560153474090712,0.0637718494129432,0.0750864554594445,0.127178248776191,0.11660434674869,0.0733199369072561,0.0672851886265937,0.0806729416804053
"Y090",0.137129596714702,0.111918885687138,0.105443312417297,0.0950911608835583,0.0407453115003991,0.0664758648456692,0.0777630853752963,0.0818463766127389,0.0789217135328691,0.0284471274110694,0.0567552382312723,0.0679480343576421,0.0753888594059192,0.133086725034949,0.118612764419937,0.0738178498408129,0.072827916003451,0.079016900366428
"Y091",0.127613600896179,0.100953121083431,0.0963453792273399,0.0866912352058586,0.0375575639577433,0.0582538878137529,0.0664262530451886,0.0715418532195465,0.0645602482802135,0.031351189357885,0.0628363092433913,0.0707799226709525,0.0776061813331897,0.132632748405046,0.122266784910799,0.0783060581428346,0.0751711835745435,0.085976519439132
"Y092",0.141195087410421,0.124062508650389,0.109709845236633,0.105855070052173,0.0506678823633841,0.0879870247938665,0.0710077019926788,0.0841160492692639,0.0788462135044871,0.0273221115802043,0.0505586462689027,0.0626143464890506,0.0672394242451563,0.125352776327117,0.105080172407561,0.0754466348187205,0.068115085903932,0.0785934508903699
"Y093",0.132614006351929,0.10932214675266,0.100845348498451,0.0899119812211878,0.0338916497147307,0.067565289667877,0.0751691699205906,0.082444587468951,0.0760740877756633,0.031834736580745,0.0576068330902942,0.0697218793619687,0.0777707340691596,0.138181962295333,0.11808088637141,0.0763525867431999,0.0725137664794809,0.0826718498784743
"Y094",0.137256422447297,0.110771692211999,0.100509141884723,0.0973241699823139,0.036223102722644,0.0618160091887143,0.0629691502063271,0.0741039225448801,0.0632337587110366,0.0298627759362019,0.0559410922962855,0.0697324871896397,0.0719782369250652,0.135294069438038,0.119913185376787,0.0804078422451977,0.0743662250754595,0.0863722900982997
"Y095",0.132873035130549,0.114306322952152,0.106354027350435,0.0954607924824947,0.0510407900390046,0.0768084437236786,0.0605442602040038,0.0638650317742332,0.0603216639840787,0.0271646927272501,0.0468118673424809,0.0590349717840289,0.068822930812068,0.123164140591415,0.109711899246521,0.080224535047791,0.080307975668931,0.0880945145947692
"Y096",0.131943805170079,0.104599560892009,0.0984535596780899,0.0917250896982854,0.026733089420106,0.0517753973879627,0.0650042534547646,0.0803534926375867,0.0685382173683975,0.0292315126609594,0.0618983056217221,0.071652181594119,0.0763486460439746,0.146526727407376,0.127973990735282,0.0850346952757309,0.0723395365120837,0.0874639186513668
"Y097",0.133662748870517,0.112736745883394,0.110808043870671,0.0969934530089946,0.047852613045248,0.0784801246101275,0.0803651716119652,0.0899663939925753,0.0899537209123763,0.0297286642063914,0.0570229019524975,0.0618003419296153,0.071426981477532,0.123940643915421,0.10868591163027,0.0683809161579428,0.067907470477546,0.0722072890726476
"Y098",0.136035792313483,0.106513931413337,0.100924014096389,0.0868021894954937,0.030725960921214,0.0517863612146546,0.0573995622388662,0.0640175646154814,0.0513549975582303,0.0267689905345494,0.0587896349629939,0.0688437978892489,0.0807917624086558,0.14227010462896,0.127992739639105,0.086995894151982,0.08410546538867,0.0982126580519821
"Y099",0.138664312397761,0.110534988180152,0.10616341059225,0.0867381436156276,0.0519893772025633,0.0781877357419821,0.0764482230237429,0.0858555363488388,0.072065843439178,0.0280529553479438,0.0603108098720687,0.0664038202326855,0.0807066297606507,0.120350984618778,0.109746416605114,0.0700087005132242,0.0672786248878002,0.0829611638839915
"Y100",0.137556516934176,0.0998408787799772,0.091681144384188,0.0860246492824137,0.0488693536438005,0.0660135283242448,0.069380026143172,0.0609412087085152,0.046875230836678,0.0288320268095401,0.062566362965296,0.0729957915266078,0.0784617927602564,0.121109036922907,0.114886885639742,0.0656220812263607,0.0820669445055488,0.10261515794914
"Y101",0.134136458520597,0.0999273764459122,0.10089597693743,0.0886858093103387,0.034988678111851,0.0548531243060912,0.0728914748747132,0.0763118546643297,0.0638447932105141,0.0317634542733645,0.068010691719728,0.0709501099401746,0.0792288153726211,0.138550474845709,0.127189339263222,0.0779388267736539,0.0778926013027686,0.092530361845924
"Y102",0.134779740109253,0.108784597452526,0.105580269624889,0.0957952910901682,0.0355043450834071,0.0692213228787265,0.0685335686928845,0.0813036820037766,0.0718657126225562,0.0303314305093669,0.0585557215384453,0.0666386497694535,0.0739849049632903,0.136753061489432,0.11796125323757,0.0801986561544383,0.0747971448325779,0.0859583608913103
"Y103",0.135348730218238,0.104186095354659,0.103549693309149,0.0864716621896939,0.0285721680272155,0.0492230547140753,0.0613801445908732,0.0744354274009628,0.0675700011166547,0.0286932704169542,0.0626135016304759,0.0692334657830976,0.0811596104880386,0.143657318710677,0.130159415446868,0.0889700962624347,0.0749084152177431,0.0853103732817893
"Y105",0.124001665403061,0.11062804171065,0.098019903708914,0.0924557256631919,0.0465597103254883,0.0713550461835511,0.0633227001588215,0.0710878511695868,0.0644050868855646,0.0325284350801794,0.0541951200499652,0.0682548053924651,0.073551871363869,0.123713038939395,0.112179169365835,0.0731957996986549,0.0727698956482933,0.0849481070631516
"Y106",0.134918863736903,0.106927884910614,0.100536263470963,0.0896778473162764,0.0177288265187483,0.0491249463107209,0.0492728269379156,0.069191510535151,0.0601149548851158,0.0295386586485791,0.0599464515188966,0.0701709524378984,0.0788278392122579,0.15773077209308,0.131252601930266,0.0992395680655224,0.0825345713893786,0.0931611805060234
"Y107",0.134990252216427,0.106366580335423,0.106842069463767,0.0939399812432194,0.0327823602510542,0.0611495190572773,0.0583733958464666,0.0721440760015119,0.0609850586424445,0.0298629200892118,0.0621014056634926,0.0678215299654066,0.0777963617887141,0.140111026962526,0.122569884313283,0.0899334514531698,0.081635428716342,0.0929756451213698
"Y108",0.138660851391287,0.119993949203498,0.108475306388299,0.100756572932134,0.0683426070780065,0.08628952012373,0.0798493638062112,0.0813718898935452,0.0779540662140331,0.0304125955534874,0.0532038798772037,0.0636296850501034,0.0679389092195442,0.105803115106131,0.10329783554758,0.0648016380577272,0.0716484579616764,0.0787530122917419
"Y109",0.135746267960535,0.112945532983467,0.111025958135106,0.102042638455148,0.0491449385688816,0.0796237489045832,0.0715111000262183,0.0846928980078765,0.0740099590425283,0.0287240135818112,0.0560321902146294,0.0631989934192277,0.0687010514584356,0.125501652682611,0.108784739866193,0.0735529954420811,0.0666022603054806,0.0796751206461794
"Y110",0.133177538855225,0.101430567835565,0.0964857388472801,0.0841904962212202,0.0181264786603837,0.0437859664110586,0.0408229800238318,0.0616454442926821,0.0653881991367873,0.0289525200237494,0.0617844960354987,0.0723138124827333,0.0818330280303231,0.153804708409653,0.133522894693626,0.105631648425815,0.0870074576520705,0.0848748070878038
"Y111",0.136778668925143,0.117786229943301,0.108171618544948,0.102366812141045,0.0573382647152561,0.0831642214520891,0.0806314082073108,0.0883085509323308,0.078851675682477,0.030286518862966,0.0531060822369482,0.0627081345051902,0.0672822988639393,0.11662494455823,0.105078826409869,0.0615957539632288,0.0650089528032754,0.0758969342338522
"Y112",0.132121636617025,0.105673102047659,0.104864772746928,0.0931344315342997,0.0228746338652803,0.0533612502076132,0.0690405436324926,0.0785268869445592,0.0688108194937587,0.029418217533338,0.0611373300872841,0.0684931675417308,0.0774410761255868,0.150572262533034,0.128064738179518,0.0779238070313872,0.0691193360413539,0.0815389129277906
"Y113",0.132202859709549,0.110803793027651,0.105158269007303,0.0924904318645276,0.0437179831402571,0.0587190723561718,0.0671253906392147,0.0755225183321267,0.0617191186363984,0.0307422100434751,0.0568372693447394,0.0642361608154589,0.0733715312202751,0.128653561489585,0.122713643751822,0.0792954965946031,0.0741787135000173,0.0913838692652927
"Y114",0.124929310718794,0.0963939985984411,0.0967459064445255,0.0860873654303216,0.0221135795890991,0.0526497641671726,0.0638763670326297,0.0798063924135203,0.0679925866714871,0.0326377639248723,0.0684070980352065,0.074017357742472,0.0817969182777223,0.15079661146411,0.128446501136989,0.0869734383927,0.0717835270032436,0.0848639849576937
"Y115",0.134128601601301,0.111778158464471,0.108102405293544,0.100889082431951,0.0606054281931408,0.084636028033911,0.0723867160394022,0.0830606184260917,0.0700482080310983,0.0281290899344488,0.0552833563872682,0.0607247977903598,0.0652564835984338,0.110689171212894,0.101682487876663,0.0677673704413795,0.0653675376886933,0.0806673475363632
