"","ExR_43","ExR_57","ExR_62","ExR_65","ExR_69","ExR_72","ExR_76","ExR_79","ExR_83","NGRDI_43","NGRDI_57","NGRDI_62","NGRDI_65","NGRDI_69","NGRDI_72","NGRDI_76","NGRDI_79","NGRDI_83"
"Y011",0.134786805031169,0.0923567637917705,0.0978702659418214,0.0834304044655681,0.0304049232941086,0.0424529119300606,0.053275776127801,0.0549487901769366,0.0503600850768262,0.0301448778683557,0.0697397141577019,0.0697424045130924,0.0818476568513601,0.142554320633856,0.134583232028641,0.0928508691316869,0.0924682790066369,0.101685016099127
"Y012",0.131930676514607,0.110721707506212,0.103725113193267,0.0951169183378959,0.0631099291733952,0.090367521242381,0.0854591287991546,0.0868755889265916,0.0727562148370119,0.0299970158166388,0.0543537791160784,0.0634363693220998,0.0691832947840307,0.108633140906727,0.0996884312471334,0.0527849665489598,0.0603046665686515,0.0788248152411084
"Y013",0.14277994092215,0.131668328029384,0.116849106205475,0.108050882551022,0.064901052368341,0.0823845442231785,0.0846450224991909,0.0790464082586349,0.0682756505659726,0.0275457861180223,0.0462259108601285,0.0585028515950334,0.0645684578183942,0.111461625500811,0.106759424053044,0.0618764345142923,0.0725727692382615,0.086815383098264
"Y014",0.133400794442916,0.1061616869164,0.103051106163553,0.091642064487499,0.047525085285973,0.073322569617166,0.080209122674237,0.082953692609721,0.0746753510283024,0.0292317881663584,0.0546591261820931,0.0615846566881158,0.071449029321398,0.124280031726221,0.10976031206478,0.0637732155801615,0.0679699873877836,0.0803068293207994
"Y015",0.127120099928819,0.100864730830666,0.107605759125793,0.0929693086429171,0.0473263588661941,0.0745322770306782,0.0662981717143322,0.0695148903315724,0.0554335338375236,0.0281142713788885,0.0607700652845081,0.0576161814052974,0.0736215640656433,0.123307209808294,0.109214311049017,0.068032822882783,0.0683873130109941,0.0885135400197546
"Y016",0.138324780313541,0.099874081591232,0.0935725055245557,0.0818561526513902,0.0243103500597561,0.0387315692329556,0.0521823436625431,0.0614179594399874,0.0463528464164075,0.0291971981630728,0.0642000395791883,0.0733733564853675,0.082970531197112,0.148479548420852,0.137588922405963,0.0905831821483798,0.0854505887368409,0.103191930553584
"Y017",0.136943406562462,0.105566074151278,0.096496611793755,0.0827470940267521,0.0352819347885889,0.052642409138539,0.0574148811873165,0.0516449078095186,0.0504460208610151,0.0286048759497843,0.0588665143775352,0.0698805577901262,0.0804503215328336,0.139105906533041,0.127473169868947,0.0808805427236816,0.0967493119351123,0.0999330034705514
"Y018",0.139693937355199,0.1074399587289,0.101382535814443,0.0903337945992984,0.0395013869618861,0.0676068154011525,0.07168412794323,0.08946368778025,0.10002680725083,0.0281842817492008,0.05875007800242,0.0679704893605757,0.0736361494026322,0.134396885117572,0.115888626984578,0.0729618346970423,0.0666317394981802,0.0710785519670866
"Y019",0.135044049967741,0.119629129483137,0.109452708065468,0.0957394660389286,0.0499639549766351,0.0714252146529182,0.0717206535520242,0.085417952129047,0.0794270092079721,0.0278045504991303,0.0476282416837605,0.0610944484908442,0.0726321972112849,0.126450736491852,0.114995859499501,0.072446545921115,0.0684127107293449,0.0750871954329058
"Y020",0.140127093159312,0.12269459198667,0.113262590938832,0.103741755548047,0.0585527792659502,0.0889215458488081,0.0842795340445085,0.0997234505950114,0.0828546044171821,0.0266539324712898,0.0494091835816476,0.0622245304844305,0.0702474285663724,0.118670910202807,0.106956277965535,0.0729495706522081,0.0619702581875319,0.0787545294952192
"Y021",0.137967323033329,0.111292980148271,0.107238268599045,0.0971136213097314,0.0484103429482236,0.070767304074647,0.0718326602482169,0.0853887120971325,0.0762925202000665,0.0271247812270063,0.0543985302284025,0.0626968108763328,0.0708538811675539,0.124554056391701,0.113303202604939,0.0702667568820944,0.0635719938193795,0.0734411977647539
"Y022",0.139694075121199,0.105838082963611,0.101375984093157,0.0909572994751725,0.0389550207100815,0.065644182746521,0.0760210626059763,0.072164837149592,0.0628552504733833,0.0284833068681299,0.0618920239146069,0.0718398298903093,0.0803132144293272,0.136443835035754,0.120852129618476,0.0778284187916761,0.0814689080834038,0.094007883356121
"Y023",0.14326312786095,0.11300141867626,0.109959672837007,0.099348591983232,0.038276046182794,0.0710220570864928,0.0641902381869027,0.0798348273596481,0.0748335016314916,0.0228675293165964,0.0539536033881506,0.0611335122933581,0.0682354012947402,0.133468577531635,0.114853075386613,0.0851029142719496,0.072437214227648,0.078176784866083
"Y024",0.132752719178445,0.126315538169511,0.118311574803441,0.113009407805788,0.0740072138539322,0.10740392437021,0.0948190134372636,0.0925522867603425,0.0838542758059307,0.0294826793216407,0.0446379117213035,0.055436911264507,0.0608980775595342,0.101476309924748,0.0890901216671604,0.0535606741173186,0.0616743848987113,0.0725079115135876
"Y025",0.139202827271669,0.110449751931352,0.0996489150227092,0.090014492173616,0.0397571177749888,0.0612680901111654,0.0618758064001354,0.0714793067764053,0.06051477607501,0.0264214422630476,0.0557419565786251,0.0687097548068078,0.0766118361544433,0.1328667947876,0.121014947011214,0.0825783018948926,0.0745778769477823,0.0883262701204682
"Y026",0.13839956714212,0.118307222240579,0.112533702611562,0.0984066209073145,0.0585617268818092,0.0868594557101735,0.0969462712088864,0.0989236859490391,0.0971835767998098,0.0270992883037623,0.0504673867293373,0.0616031191753284,0.0703936105331756,0.115172690387047,0.104111362499026,0.0569297857828356,0.0561236123199505,0.061789012823262
"Y027",0.138924946635915,0.118022511289344,0.112819518475463,0.107696740866836,0.0722068616707518,0.0946012593458576,0.0721880142333355,0.0833636179685727,0.0683553010255734,0.0268509364871496,0.0478415044241229,0.056327339039371,0.0601203603008576,0.0995114884632527,0.0969995381693707,0.0659122819187307,0.0611833263860663,0.0789126047959412
"Y028",0.138060611906181,0.121971615374648,0.114092844912729,0.108508401262477,0.0603331725654212,0.0986826860144761,0.0843421992867646,0.0904028921233104,0.0919453817218634,0.0288394374068174,0.052962433243478,0.0604236693814235,0.0665001398380787,0.116946828402183,0.101005498439754,0.068371259578724,0.0693421382549169,0.0724856263106445
