,timeNumber,timePoint,geno.decomp,genotype,predicted.values,standard.errors,plantingDate,DAP
1310,3,6/22/2018,LH82/LAMA,Y205,8.422591684,2.170193276,3/14/2018,100
1311,3,6/22/2018,LH82/LAMA,Y206,7.049403464,2.174495666,3/14/2018,100
1312,3,6/22/2018,LH82/LAMA,Y207,7.776073469,2.180296078,3/14/2018,100
1313,3,6/22/2018,LH82/LAMA,Y208,7.753520946,2.180912338,3/14/2018,100
1314,3,6/22/2018,LH82/LAMA,Y209,6.868602559,2.167959864,3/14/2018,100
1315,3,6/22/2018,LH82/LAMA,Y210,9.062368799,2.169714598,3/14/2018,100
1316,3,6/22/2018,LH82/LAMA,Y211,8.659180996,2.183054163,3/14/2018,100
1317,3,6/22/2018,LH82/LAMA,Y212,10.35085164,2.186280099,3/14/2018,100
1318,3,6/22/2018,LH82/LAMA,Y213,7.455768431,2.166149016,3/14/2018,100
1319,3,6/22/2018,LH82/LAMA,Y214,7.489537821,2.178889549,3/14/2018,100
1320,3,6/22/2018,LH82/LAMA,Y215,7.947696305,2.158195874,3/14/2018,100
1321,3,6/22/2018,LH82/LAMA,Y216,6.994966116,2.172330732,3/14/2018,100
1322,3,6/22/2018,LH82/LAMA,Y217,9.125742837,2.158103631,3/14/2018,100
1323,3,6/22/2018,LH82/LAMA,Y218,7.603063826,2.177890384,3/14/2018,100
1324,3,6/22/2018,LH82/LAMA,Y219,9.167960451,2.184288471,3/14/2018,100
1325,3,6/22/2018,LH82/LAMA,Y220,6.107058588,2.182720337,3/14/2018,100
1326,3,6/22/2018,LH82/LAMA,Y221,9.35180343,2.163020257,3/14/2018,100
1327,3,6/22/2018,LH82/LAMA,Y222,7.788380136,2.192377363,3/14/2018,100
1328,3,6/22/2018,LH82/LAMA,Y223,7.933947544,2.16546551,3/14/2018,100
1329,3,6/22/2018,LH82/LAMA,Y224,9.414612438,2.175000005,3/14/2018,100
1330,3,6/22/2018,LH82/LAMA,Y225,5.640202456,2.176877086,3/14/2018,100
1331,3,6/22/2018,LH82/LAMA,Y226,6.954528068,2.175954534,3/14/2018,100
1332,3,6/22/2018,LH82/LAMA,Y227,8.025154064,2.158575081,3/14/2018,100
1333,3,6/22/2018,LH82/LAMA,Y228,8.667170184,2.166065795,3/14/2018,100
1334,3,6/22/2018,LH82/LAMA,Y229,10.40906374,2.182406103,3/14/2018,100
1335,3,6/22/2018,LH82/LAMA,Y230,9.879901004,2.155486852,3/14/2018,100
1336,3,6/22/2018,LH82/LAMA,Y231,16.68523307,2.16976258,3/14/2018,100
1337,3,6/22/2018,LH82/LAMA,Y232,10.4875014,2.178065269,3/14/2018,100
1338,3,6/22/2018,LH82/LAMA,Y233,7.165601342,2.18809515,3/14/2018,100
1339,3,6/22/2018,LH82/LAMA,Y234,10.96307178,2.179775501,3/14/2018,100
1340,3,6/22/2018,LH82/LAMA,Y235,8.910394198,2.169800898,3/14/2018,100
1341,3,6/22/2018,LH82/LAMA,Y236,6.577809519,2.156630235,3/14/2018,100
1342,3,6/22/2018,LH82/LAMA,Y237,7.907103129,2.17043411,3/14/2018,100
1343,3,6/22/2018,LH82/LAMA,Y238,8.632245349,2.160260011,3/14/2018,100
1344,3,6/22/2018,LH82/LAMA,Y239,8.815880953,2.184238553,3/14/2018,100
1345,3,6/22/2018,LH82/LAMA,Y240,6.65407275,2.178215966,3/14/2018,100
1346,3,6/22/2018,LH82/LAMA,Y241,8.433283932,2.175719261,3/14/2018,100
1347,3,6/22/2018,LH82/LAMA,Y242,9.628282867,2.164469027,3/14/2018,100
1348,3,6/22/2018,LH82/LAMA,Y243,11.33878869,2.175089718,3/14/2018,100
1349,3,6/22/2018,LH82/LAMA,Y244,6.206069565,2.177349805,3/14/2018,100
1350,3,6/22/2018,LH82/LAMA,Y245,11.37220273,2.170073726,3/14/2018,100
1351,3,6/22/2018,LH82/LAMA,Y246,6.190756669,2.348775602,3/14/2018,100
1352,3,6/22/2018,LH82/LAMA,Y247,7.588924841,2.178421914,3/14/2018,100
1353,3,6/22/2018,LH82/LAMA,Y248,8.161284736,2.17683285,3/14/2018,100
1354,3,6/22/2018,LH82/LAMA,Y249,10.30789528,2.150786194,3/14/2018,100
1355,3,6/22/2018,LH82/LAMA,Y250,9.178711025,2.172027267,3/14/2018,100
1356,3,6/22/2018,LH82/LAMA,Y251,9.696402961,2.166664663,3/14/2018,100
1357,3,6/22/2018,LH82/LAMA,Y252,7.51811858,2.184300733,3/14/2018,100
1358,3,6/22/2018,LH82/LAMA,Y253,11.27067742,2.181976814,3/14/2018,100
1359,3,6/22/2018,LH82/LAMA,Y254,9.038076431,2.17349521,3/14/2018,100
1360,3,6/22/2018,LH82/LAMA,Y255,9.463903758,2.172906458,3/14/2018,100
1361,3,6/22/2018,LH82/LAMA,Y256,7.137369649,2.1616541,3/14/2018,100
1362,3,6/22/2018,LH82/LAMA,Y257,7.23029304,2.180267942,3/14/2018,100
1363,3,6/22/2018,LH82/LAMA,Y258,6.428834489,2.180896849,3/14/2018,100
1364,3,6/22/2018,LH82/LAMA,Y259,7.193531376,2.184475526,3/14/2018,100
1365,3,6/22/2018,LH82/LAMA,Y260,9.385821121,2.173701107,3/14/2018,100
1366,3,6/22/2018,LH82/LAMA,Y261,8.764692772,2.16932086,3/14/2018,100
1367,3,6/22/2018,LH82/LAMA,Y262,8.8064815,2.185197179,3/14/2018,100
1368,3,6/22/2018,LH82/LAMA,Y263,5.567785477,2.163714986,3/14/2018,100
1369,3,6/22/2018,LH82/LAMA,Y264,6.543544582,2.184548437,3/14/2018,100
1370,3,6/22/2018,LH82/LAMA,Y265,10.94969318,2.186180733,3/14/2018,100
1371,3,6/22/2018,LH82/LAMA,Y266,10.90338124,2.185456231,3/14/2018,100
1372,3,6/22/2018,LH82/LAMA,Y267,9.406930108,2.185444565,3/14/2018,100
1373,3,6/22/2018,LH82/LAMA,Y268,7.34612375,2.17224533,3/14/2018,100
1374,3,6/22/2018,LH82/LAMA,Y269,9.362071782,2.180525369,3/14/2018,100
1375,3,6/22/2018,LH82/LAMA,Y270,9.675086005,2.186115208,3/14/2018,100
1376,3,6/22/2018,LH82/LAMA,Y271,15.0939124,2.175323713,3/14/2018,100
1377,3,6/22/2018,LH82/LAMA,Y272,9.381720116,2.17117912,3/14/2018,100
1378,3,6/22/2018,LH82/LAMA,Y273,7.249050249,2.164462695,3/14/2018,100
1379,3,6/22/2018,LH82/LAMA,Y274,8.438993597,2.160080088,3/14/2018,100
1380,3,6/22/2018,LH82/LAMA,Y275,10.82791843,2.19945662,3/14/2018,100
1381,3,6/22/2018,LH82/LAMA,Y276,8.102465407,2.183488993,3/14/2018,100
1382,3,6/22/2018,LH82/LAMA,Y277,7.220824306,2.57175654,3/14/2018,100
1383,3,6/22/2018,LH82/LAMA,Y278,9.098527635,2.16800465,3/14/2018,100
1384,3,6/22/2018,LH82/LAMA,Y279,9.796616297,2.168948663,3/14/2018,100
1385,3,6/22/2018,LH82/LAMA,Y280,9.669190768,2.178352604,3/14/2018,100
1386,3,6/22/2018,LH82/LAMA,Y281,10.25103515,2.164318805,3/14/2018,100
1387,3,6/22/2018,LH82/LAMA,Y282,26.07866058,2.178323702,3/14/2018,100
1388,3,6/22/2018,LH82/LAMA,Y283,14.35884655,2.159695462,3/14/2018,100
1389,3,6/22/2018,LH82/LAMA,Y284,7.247445518,2.172756229,3/14/2018,100
1390,3,6/22/2018,LH82/LAMA,Y285,7.79356804,2.182616249,3/14/2018,100
1391,3,6/22/2018,LH82/LAMA,Y286,5.592132101,2.180844975,3/14/2018,100
1392,3,6/22/2018,LH82/LAMA,Y287,10.76048304,2.183647216,3/14/2018,100
1393,3,6/22/2018,LH82/LAMA,Y288,7.667194206,2.16359069,3/14/2018,100
1394,3,6/22/2018,LH82/LAMA,Y289,6.256032681,2.182427211,3/14/2018,100
1395,3,6/22/2018,LH82/LAMA,Y290,8.41382663,2.351366328,3/14/2018,100
1396,3,6/22/2018,LH82/LAMA,Y291,7.804166743,2.184304344,3/14/2018,100
1397,3,6/22/2018,LH82/LAMA,Y292,8.317539184,2.184187853,3/14/2018,100
1398,3,6/22/2018,LH82/LAMA,Y293,6.864814355,2.172301001,3/14/2018,100
1399,3,6/22/2018,LH82/LAMA,Y294,8.200325533,2.185142276,3/14/2018,100
1400,3,6/22/2018,LH82/LAMA,Y295,12.53774388,2.18702978,3/14/2018,100
1401,3,6/22/2018,LH82/LAMA,Y296,7.04722395,2.169793328,3/14/2018,100
1402,3,6/22/2018,LH82/LAMA,Y297,7.221745407,2.167091159,3/14/2018,100
1403,3,6/22/2018,LH82/LAMA,Y298,6.65830176,2.162506393,3/14/2018,100
1404,3,6/22/2018,LH82/LAMA,Y299,5.663086712,2.16945934,3/14/2018,100
1405,3,6/22/2018,LH82/LAMA,Y300,8.627556565,2.175628938,3/14/2018,100
1406,3,6/22/2018,LH82/LAMA,Y301,11.48699119,2.174694994,3/14/2018,100
1407,3,6/22/2018,LH82/LAMA,Y302,8.811857334,2.176418888,3/14/2018,100
1408,3,6/22/2018,LH82/LAMA,Y303,7.972928411,2.173494067,3/14/2018,100
1409,3,6/22/2018,LH82/LAMA,Y304,16.91004052,2.176802526,3/14/2018,100
1410,3,6/22/2018,LH82/LAMA,Y305,9.528724524,2.161059055,3/14/2018,100
1411,3,6/22/2018,LH82/LAMA,Y306,7.233283715,2.164110157,3/14/2018,100
1412,3,6/22/2018,LH82/LAMA,Y307,7.47611418,2.170897342,3/14/2018,100
1413,3,6/22/2018,LH82/LAMA,Y308,9.685158922,2.168441724,3/14/2018,100
1414,3,6/22/2018,LH82/LAMA,Y309,7.859105362,2.183925172,3/14/2018,100
1415,3,6/22/2018,LH82/LAMA,Y310,8.652303666,2.179234247,3/14/2018,100
1416,3,6/22/2018,LH82/LAMA,Y311,5.348005022,2.186380379,3/14/2018,100
1417,3,6/22/2018,LH82/LAMA,Y312,6.455951605,2.355794558,3/14/2018,100
1418,3,6/22/2018,LH82/LAMA,Y313,5.487005717,2.585572956,3/14/2018,100
1419,3,6/22/2018,LH82/LAMA,Y314,8.995633383,2.35818418,3/14/2018,100
1420,3,6/22/2018,LH82/LAMA,Y315,13.83803302,2.183668493,3/14/2018,100
1421,3,6/22/2018,LH82/LAMA,Y316,10.78165955,2.189049149,3/14/2018,100
1422,3,6/22/2018,LH82/LAMA,Y317,7.676703488,2.350381011,3/14/2018,100
1423,3,6/22/2018,LH82/LAMA,Y318,7.825811587,2.161599706,3/14/2018,100
1424,3,6/22/2018,LH82/LAMA,Y319,9.6604684,2.170571849,3/14/2018,100
1425,3,6/22/2018,LH82/LAMA,Y320,7.595868407,2.193482406,3/14/2018,100
1426,3,6/22/2018,LH82/LAMA,Y321,7.75600392,2.170536989,3/14/2018,100
1427,3,6/22/2018,LH82/LAMA,Y322,6.970934105,2.170778757,3/14/2018,100
1428,3,6/22/2018,LH82/LAMA,Y323,7.742906897,2.190410359,3/14/2018,100
1429,3,6/22/2018,LH82/LAMA,Y324,6.3766243,2.161300188,3/14/2018,100
1430,3,6/22/2018,LH82/LAMA,Y325,7.170280248,2.182968143,3/14/2018,100
1431,3,6/22/2018,LH82/LAMA,Y326,6.812436537,2.170705995,3/14/2018,100
1432,3,6/22/2018,LH82/LAMA,Y327,8.326172525,2.183576003,3/14/2018,100
1433,3,6/22/2018,LH82/LAMA,Y328,9.567224741,2.169052142,3/14/2018,100
1434,3,6/22/2018,LH82/LAMA,Y329,11.27423502,2.172054862,3/14/2018,100
1435,3,6/22/2018,LH82/LAMA,Y330,10.2756666,2.180237595,3/14/2018,100
1436,3,6/22/2018,LH82/LAMA,Y331,8.905876844,2.161140956,3/14/2018,100
1437,3,6/22/2018,LH82/LAMA,Y332,7.782907069,2.181063144,3/14/2018,100
1438,3,6/22/2018,LH82/LAMA,Y333,6.409539495,2.181070242,3/14/2018,100
1439,3,6/22/2018,LH82/LAMA,Y334,9.776833827,2.160292135,3/14/2018,100
1440,3,6/22/2018,LH82/LAMA,Y335,13.34794466,2.351646327,3/14/2018,100
1441,3,6/22/2018,LH82/LAMA,Y336,9.511392488,2.175937707,3/14/2018,100
1442,3,6/22/2018,LH82/LAMA,Y337,8.883673811,2.190472664,3/14/2018,100
1443,3,6/22/2018,LH82/LAMA,Y338,9.559023831,2.175962349,3/14/2018,100
1444,3,6/22/2018,LH82/LAMA,Y339,8.061222244,2.189571832,3/14/2018,100
1445,3,6/22/2018,LH82/LAMA,Y340,8.040911671,2.170765535,3/14/2018,100
1446,3,6/22/2018,LH82/LAMA,Y341,11.94530584,2.183987151,3/14/2018,100
1447,3,6/22/2018,LH82/LAMA,Y342,9.235926721,2.164850136,3/14/2018,100
1448,3,6/22/2018,LH82/LAMA,Y343,6.312297075,2.177764509,3/14/2018,100
1449,3,6/22/2018,LH82/LAMA,Y344,11.96778658,2.173173004,3/14/2018,100
1450,3,6/22/2018,LH82/LAMA,Y345,14.40866938,2.170772693,3/14/2018,100
1451,3,6/22/2018,Tx740/NC356,Y346,8.819825261,2.311350892,3/14/2018,100
1452,3,6/22/2018,Tx740/NC356,Y347,6.516235356,2.326622753,3/14/2018,100
1453,3,6/22/2018,Tx740/NC356,Y348,10.46196215,2.355765388,3/14/2018,100
1454,3,6/22/2018,Tx740/NC356,Y349,9.396626175,2.339550425,3/14/2018,100
1455,3,6/22/2018,Tx740/NC356,Y351,7.416389505,2.341631606,3/14/2018,100
1456,3,6/22/2018,Tx740/NC356,Y352,8.909102742,2.334251377,3/14/2018,100
1457,3,6/22/2018,Tx740/NC356,Y353,9.395013568,2.332119777,3/14/2018,100
1458,3,6/22/2018,Tx740/NC356,Y354,6.255336517,2.539062879,3/14/2018,100
1459,3,6/22/2018,Tx740/NC356,Y355,11.99710986,2.350769697,3/14/2018,100
1460,3,6/22/2018,Tx740/NC356,Y356,8.045263951,2.328254282,3/14/2018,100
1461,3,6/22/2018,Tx740/NC356,Y357,8.073977001,2.312813799,3/14/2018,100
1462,3,6/22/2018,Tx740/NC356,Y359,7.116398399,2.352825009,3/14/2018,100
1463,3,6/22/2018,Tx740/NC356,Y360,12.08296776,2.319694553,3/14/2018,100
1464,3,6/22/2018,Tx740/NC356,Y361,14.38549964,2.346823433,3/14/2018,100
1465,3,6/22/2018,Tx740/NC356,Y362,5.378143275,2.3302966,3/14/2018,100
1466,3,6/22/2018,Tx740/NC356,Y363,5.983210238,2.355084787,3/14/2018,100
1467,3,6/22/2018,Tx740/NC356,Y364,5.213185142,2.341980174,3/14/2018,100
1468,3,6/22/2018,Tx740/NC356,Y365,11.4503274,2.335693952,3/14/2018,100
1469,3,6/22/2018,Tx740/NC356,Y366,8.011116364,2.351473027,3/14/2018,100
1470,3,6/22/2018,Tx740/NC356,Y367,20.21264067,2.329024255,3/14/2018,100
1471,3,6/22/2018,Tx740/NC356,Y368,10.06438998,2.352230244,3/14/2018,100
1472,3,6/22/2018,Tx740/NC356,Y369,7.184800247,2.353933328,3/14/2018,100
1473,3,6/22/2018,Tx740/NC356,Y370,8.506331286,2.366325236,3/14/2018,100
1474,3,6/22/2018,Tx740/NC356,Y371,8.44520639,2.340236367,3/14/2018,100
1475,3,6/22/2018,Tx740/NC356,Y372,12.76097738,2.353182216,3/14/2018,100
1476,3,6/22/2018,Tx740/NC356,Y373,7.795118508,2.311725388,3/14/2018,100
1477,3,6/22/2018,Tx740/NC356,Y374,5.994620402,2.338854656,3/14/2018,100
1478,3,6/22/2018,Tx740/NC356,Y375,5.702438243,2.324728596,3/14/2018,100
1479,3,6/22/2018,Tx740/NC356,Y376,6.428094908,2.371536757,3/14/2018,100
1480,3,6/22/2018,Tx740/NC356,Y377,10.85611135,2.348512854,3/14/2018,100
1481,3,6/22/2018,Tx740/NC356,Y378,6.874043744,2.32693491,3/14/2018,100
1482,3,6/22/2018,Tx740/NC356,Y379,8.619815985,2.343807557,3/14/2018,100
1483,3,6/22/2018,Tx740/NC356,Y380,15.40589572,2.325647951,3/14/2018,100
1484,3,6/22/2018,Tx740/NC356,Y381,8.190199787,2.333816393,3/14/2018,100
1485,3,6/22/2018,Tx740/NC356,Y382,8.894973512,2.334658629,3/14/2018,100
1486,3,6/22/2018,Tx740/NC356,Y383,13.98253131,2.33060833,3/14/2018,100
1487,3,6/22/2018,Tx740/NC356,Y384,6.009469437,2.33989073,3/14/2018,100
1488,3,6/22/2018,Tx740/NC356,Y385,9.736315022,2.341762438,3/14/2018,100
1489,3,6/22/2018,Tx740/NC356,Y386,10.42372632,2.328209538,3/14/2018,100
1490,3,6/22/2018,Tx740/NC356,Y387,7.204839052,2.333883356,3/14/2018,100
1491,3,6/22/2018,Tx740/NC356,Y388,9.062309558,2.347111478,3/14/2018,100
1492,3,6/22/2018,Tx740/NC356,Y389,8.098963303,2.349562345,3/14/2018,100
1493,3,6/22/2018,Tx740/NC356,Y390,8.018832066,2.329335407,3/14/2018,100
1494,3,6/22/2018,Tx740/NC356,Y391,16.77632088,2.356450378,3/14/2018,100
1495,3,6/22/2018,Tx740/NC356,Y392,14.31591069,2.346004588,3/14/2018,100
1496,3,6/22/2018,Tx740/NC356,Y393,12.6651042,2.351207875,3/14/2018,100
1497,3,6/22/2018,Tx740/NC356,Y394,9.462395344,2.33049971,3/14/2018,100
1498,3,6/22/2018,Tx740/NC356,Y395,7.835299543,2.320441392,3/14/2018,100
1499,3,6/22/2018,Tx740/NC356,Y396,10.14261812,2.352604138,3/14/2018,100
1500,3,6/22/2018,Tx740/NC356,Y397,16.3977473,2.347284606,3/14/2018,100
1501,3,6/22/2018,Tx740/NC356,Y398,7.630525012,2.335823449,3/14/2018,100
1502,3,6/22/2018,Tx740/NC356,Y400,7.089130683,2.337592698,3/14/2018,100
1503,3,6/22/2018,Tx740/NC356,Y401,4.883081357,2.315980288,3/14/2018,100
1504,3,6/22/2018,Tx740/NC356,Y402,11.08974265,2.343316524,3/14/2018,100
1505,3,6/22/2018,Tx740/NC356,Y403,12.04824678,2.343816277,3/14/2018,100
1506,3,6/22/2018,Tx740/NC356,Y404,6.363678833,2.355794919,3/14/2018,100
1507,3,6/22/2018,Tx740/NC356,Y405,8.458827143,2.331153448,3/14/2018,100
1508,3,6/22/2018,Tx740/NC356,Y406,12.05730006,2.360879547,3/14/2018,100
1509,3,6/22/2018,Tx740/NC356,Y407,7.423154906,2.343959507,3/14/2018,100
1510,3,6/22/2018,Tx740/NC356,Y408,9.017012489,2.33072074,3/14/2018,100
1511,3,6/22/2018,Tx740/NC356,Y409,8.627336257,2.318172247,3/14/2018,100
1512,3,6/22/2018,Tx740/NC356,Y410,8.765016222,2.33513727,3/14/2018,100
1513,3,6/22/2018,Tx740/NC356,Y411,10.45376596,2.333970671,3/14/2018,100
1514,3,6/22/2018,Tx740/NC356,Y412,7.556571178,2.346073961,3/14/2018,100
1515,3,6/22/2018,Tx740/NC356,Y414,22.07666713,2.346301315,3/14/2018,100
1516,3,6/22/2018,Tx740/NC356,Y415,7.127645142,2.360432596,3/14/2018,100
1517,3,6/22/2018,Tx740/NC356,Y416,14.35356132,2.315977235,3/14/2018,100
1518,3,6/22/2018,Tx740/NC356,Y417,6.710153494,2.334248401,3/14/2018,100
1519,3,6/22/2018,Tx740/NC356,Y419,7.505026038,2.350100864,3/14/2018,100
1520,3,6/22/2018,Tx740/NC356,Y420,11.83166144,2.309282695,3/14/2018,100
1521,3,6/22/2018,Tx740/NC356,Y421,10.11360096,2.333433282,3/14/2018,100
1522,3,6/22/2018,Tx740/NC356,Y423,11.48706671,2.323129895,3/14/2018,100
1523,3,6/22/2018,Tx740/NC356,Y424,10.08926624,2.331511317,3/14/2018,100
1524,3,6/22/2018,Tx740/NC356,Y425,4.630437644,2.369287793,3/14/2018,100
1525,3,6/22/2018,Tx740/NC356,Y426,8.032112971,2.318073805,3/14/2018,100
1526,3,6/22/2018,Tx740/NC356,Y427,9.361327749,2.332904345,3/14/2018,100
1527,3,6/22/2018,Tx740/NC356,Y428,6.052493278,2.326582874,3/14/2018,100
1528,3,6/22/2018,Tx740/NC356,Y429,6.118114103,2.346664571,3/14/2018,100
1529,3,6/22/2018,Tx740/NC356,Y430,9.828279145,2.310064701,3/14/2018,100
1530,3,6/22/2018,Tx740/NC356,Y431,8.037581784,2.339808957,3/14/2018,100
1531,3,6/22/2018,Tx740/NC356,Y432,6.881959834,2.358815183,3/14/2018,100
1532,3,6/22/2018,Tx740/NC356,Y434,9.114808949,2.322227764,3/14/2018,100
1533,3,6/22/2018,Tx740/NC356,Y435,15.40450825,2.335597917,3/14/2018,100
1534,3,6/22/2018,Tx740/NC356,Y436,8.335925526,2.355719298,3/14/2018,100
1535,3,6/22/2018,Tx740/NC356,Y437,7.784189515,2.332335662,3/14/2018,100
1536,3,6/22/2018,Tx740/NC356,Y438,7.2585571,2.325091287,3/14/2018,100
1537,3,6/22/2018,Tx740/NC356,Y439,5.049064258,2.32623073,3/14/2018,100
1538,3,6/22/2018,Tx740/NC356,Y440,8.735771745,2.339585643,3/14/2018,100
1539,3,6/22/2018,Tx740/NC356,Y441,7.853243952,2.319371781,3/14/2018,100
1540,3,6/22/2018,Tx740/NC356,Y442,8.431441381,2.331777548,3/14/2018,100
1541,3,6/22/2018,Tx740/NC356,Y443,8.862960325,2.325082638,3/14/2018,100
1542,3,6/22/2018,Tx740/NC356,Y444,8.117791715,2.358346769,3/14/2018,100
1543,3,6/22/2018,Tx740/NC356,Y445,7.084364577,2.347551,3/14/2018,100
1544,3,6/22/2018,Tx740/NC356,Y446,16.69581233,2.333930814,3/14/2018,100
1545,3,6/22/2018,Tx740/NC356,Y449,9.068136864,2.340124385,3/14/2018,100
1546,3,6/22/2018,Tx740/NC356,Y450,8.057683623,2.337926971,3/14/2018,100
1547,3,6/22/2018,Tx740/NC356,Y451,7.965875541,2.347736571,3/14/2018,100
1548,3,6/22/2018,Tx740/NC356,Y452,14.24687496,2.323409753,3/14/2018,100
1549,3,6/22/2018,Tx740/NC356,Y453,9.075234134,2.347586961,3/14/2018,100
1550,3,6/22/2018,Tx740/NC356,Y454,8.730208567,2.346095488,3/14/2018,100
1551,3,6/22/2018,Tx740/NC356,Y455,5.665922414,2.32431377,3/14/2018,100
1552,4,7/3/2018,Ki3/NC356,Y001,56.16747775,5.114597957,3/14/2018,111
1553,4,7/3/2018,Ki3/NC356,Y002,19.57807269,5.110713419,3/14/2018,111
1554,4,7/3/2018,Ki3/NC356,Y003,39.50946279,5.131394886,3/14/2018,111
1555,4,7/3/2018,Ki3/NC356,Y004,45.16257488,5.106077495,3/14/2018,111
1556,4,7/3/2018,Ki3/NC356,Y005,36.61316295,5.118290304,3/14/2018,111
1557,4,7/3/2018,Ki3/NC356,Y006,31.42355572,5.082780828,3/14/2018,111
1558,4,7/3/2018,Ki3/NC356,Y007,40.33561221,5.117289252,3/14/2018,111
1559,4,7/3/2018,Ki3/NC356,Y008,22.98612413,5.115541277,3/14/2018,111
1560,4,7/3/2018,Ki3/NC356,Y009,37.35975452,5.10845277,3/14/2018,111
1561,4,7/3/2018,Ki3/NC356,Y010,33.18931411,5.118971312,3/14/2018,111
1562,4,7/3/2018,Ki3/NC356,Y011,39.48254979,5.086530647,3/14/2018,111
1563,4,7/3/2018,Ki3/NC356,Y012,37.00822552,5.094625902,3/14/2018,111
1564,4,7/3/2018,Ki3/NC356,Y013,34.2389249,5.086982057,3/14/2018,111
1565,4,7/3/2018,Ki3/NC356,Y014,30.51383126,5.114850018,3/14/2018,111
1566,4,7/3/2018,Ki3/NC356,Y015,28.19922068,5.09118947,3/14/2018,111
1567,4,7/3/2018,Ki3/NC356,Y016,35.46352741,5.102556936,3/14/2018,111
1568,4,7/3/2018,Ki3/NC356,Y017,26.48880172,5.106201176,3/14/2018,111
1569,4,7/3/2018,Ki3/NC356,Y018,32.09637285,5.6955044,3/14/2018,111
1570,4,7/3/2018,Ki3/NC356,Y019,33.12762325,5.115603953,3/14/2018,111
1571,4,7/3/2018,Ki3/NC356,Y020,51.2610616,5.121519771,3/14/2018,111
1572,4,7/3/2018,Ki3/NC356,Y021,28.70192141,5.098411866,3/14/2018,111
1573,4,7/3/2018,Ki3/NC356,Y022,29.85254814,5.110575861,3/14/2018,111
1574,4,7/3/2018,Ki3/NC356,Y023,19.42697677,5.128041347,3/14/2018,111
1575,4,7/3/2018,Ki3/NC356,Y024,27.08359235,5.113223452,3/14/2018,111
1576,4,7/3/2018,Ki3/NC356,Y025,30.33373545,5.124952544,3/14/2018,111
1577,4,7/3/2018,Ki3/NC356,Y026,51.65295994,5.119754403,3/14/2018,111
1578,4,7/3/2018,Ki3/NC356,Y027,22.10492831,5.131950029,3/14/2018,111
1579,4,7/3/2018,Ki3/NC356,Y028,57.00568013,5.122761209,3/14/2018,111
1580,4,7/3/2018,Ki3/NC356,Y029,38.5727934,5.09778256,3/14/2018,111
1581,4,7/3/2018,Ki3/NC356,Y030,32.80486817,5.125793726,3/14/2018,111
1582,4,7/3/2018,Ki3/NC356,Y031,33.93292222,5.112133884,3/14/2018,111
1583,4,7/3/2018,Ki3/NC356,Y032,35.95896992,5.113542769,3/14/2018,111
1584,4,7/3/2018,Ki3/NC356,Y033,39.92681047,5.115937392,3/14/2018,111
1585,4,7/3/2018,Ki3/NC356,Y034,37.5223505,5.124366346,3/14/2018,111
1586,4,7/3/2018,Ki3/NC356,Y035,35.8805025,5.098167417,3/14/2018,111
1587,4,7/3/2018,Ki3/NC356,Y036,32.05333707,5.124294881,3/14/2018,111
1588,4,7/3/2018,Ki3/NC356,Y037,35.51835116,5.093983142,3/14/2018,111
1589,4,7/3/2018,Ki3/NC356,Y038,44.85250806,5.090264361,3/14/2018,111
1590,4,7/3/2018,Ki3/NC356,Y039,55.04112567,5.127636924,3/14/2018,111
1591,4,7/3/2018,Ki3/NC356,Y040,18.83270407,5.103148008,3/14/2018,111
1592,4,7/3/2018,Ki3/NC356,Y041,29.50209629,5.096901895,3/14/2018,111
1593,4,7/3/2018,Ki3/NC356,Y042,33.08290966,5.150140372,3/14/2018,111
1594,4,7/3/2018,Ki3/NC356,Y043,37.00475343,5.12508192,3/14/2018,111
1595,4,7/3/2018,Ki3/NC356,Y044,31.26584459,5.108380935,3/14/2018,111
1596,4,7/3/2018,Ki3/NC356,Y045,20.8813466,5.115494299,3/14/2018,111
1597,4,7/3/2018,Ki3/NC356,Y046,31.73675196,5.121397834,3/14/2018,111
1598,4,7/3/2018,Ki3/NC356,Y047,58.36749493,5.105236857,3/14/2018,111
1599,4,7/3/2018,Ki3/NC356,Y048,18.98542587,5.120537664,3/14/2018,111
1600,4,7/3/2018,Ki3/NC356,Y049,22.56159334,5.095615858,3/14/2018,111
1601,4,7/3/2018,Ki3/NC356,Y050,31.15971032,5.098515441,3/14/2018,111
1602,4,7/3/2018,Ki3/NC356,Y051,37.30482073,5.101852192,3/14/2018,111
1603,4,7/3/2018,Ki3/NC356,Y052,42.89251388,5.122608121,3/14/2018,111
1604,4,7/3/2018,Ki3/NC356,Y053,26.9778168,5.093754905,3/14/2018,111
1605,4,7/3/2018,Ki3/NC356,Y054,24.58243339,5.098707941,3/14/2018,111
1606,4,7/3/2018,Ki3/NC356,Y055,29.41425205,5.728037279,3/14/2018,111
1607,4,7/3/2018,Ki3/NC356,Y056,25.31275659,5.092692788,3/14/2018,111
1608,4,7/3/2018,Ki3/NC356,Y057,36.83179823,5.114289305,3/14/2018,111
1609,4,7/3/2018,Ki3/NC356,Y058,22.4533695,5.095554661,3/14/2018,111
1610,4,7/3/2018,Ki3/NC356,Y059,46.18599164,5.111018673,3/14/2018,111
1611,4,7/3/2018,Ki3/NC356,Y060,35.00160955,5.123334578,3/14/2018,111
1612,4,7/3/2018,Ki3/NC356,Y061,39.46392034,5.115373617,3/14/2018,111
